ID,Drug1,Drug2,Cell line,ZIP
153263,268,283,43,-1.31
153265,300,490,12,2.75
153272,239,14,32,-3.04
153275,190,526,0,2.23
153286,300,565,23,-7.21
153296,628,217,5,-3.25
153299,681,456,26,-7.44
153330,618,684,12,-2.18
153336,239,165,19,-8.27
153349,618,217,6,6.04
153352,488,218,32,-5
153354,637,141,0,4.71
153370,226,456,23,-2.37
153378,161,503,22,4.37
153401,189,526,29,-6.46
153410,283,609,13,-2.29
153419,190,618,34,5.77
153422,631,141,27,-2.35
153423,188,239,9,-6.45
153467,526,268,14,-1.55
153495,165,618,34,-8.52
153498,509,684,28,2.72
153502,283,565,29,0.02
153504,300,684,37,4.29
153510,489,161,33,-12.49
153534,526,631,5,0.67
153547,141,218,24,5.72
153552,239,579,36,-9.04
153564,189,161,14,0.8
153573,578,565,36,-0.58
153575,583,565,9,-0.68
153585,402,217,42,-1.53
153593,268,618,23,15.87
153610,402,503,30,-4.46
153625,402,488,19,0.49
153659,239,526,16,-1.21
153667,681,583,27,-3.01
153681,631,637,20,-0.8
153683,165,684,8,-6.92
153688,314,565,16,-9.48
153690,283,583,15,2.36
153694,300,490,16,-3.03
153706,509,578,24,-1.72
153719,489,583,37,1.36
153724,526,333,24,-0.74
153727,283,239,21,-5.44
153729,637,509,17,-1.23
153740,268,631,42,8.16
153758,637,490,21,-0.32
153772,526,14,14,1.42
153777,300,209,38,0.78
153792,300,488,38,2.81
153800,189,456,15,-0.13
153811,578,218,0,0.35
153820,488,165,7,0.01
153821,190,488,36,3.35
153825,456,268,26,-2.86
153827,489,681,42,-8.45
153828,141,583,9,8.42
153849,190,456,8,-0.87
153855,526,456,14,7.54
153856,618,503,30,-4.31
153860,283,161,32,0.63
153869,631,503,7,-2.26
153885,141,333,35,-1.27
153889,488,503,9,-2.53
153903,600,226,27,-7.35
153916,167,239,0,-2.88
153917,628,631,32,-0.42
153918,189,510,15,0.77
153922,190,579,43,-0.83
153927,189,456,11,4.14
153931,141,333,10,-2.61
153946,268,141,34,0.98
153948,456,618,12,-2.71
153949,618,684,17,1.06
153957,489,283,23,10.46
153960,526,300,8,-2.85
153972,488,509,6,-1.12
153974,167,226,36,-4.47
153975,402,14,34,1.06
154005,578,218,36,0.28
154008,526,631,7,-1.34
154013,609,239,26,1.48
154015,618,579,33,1.59
154037,300,509,25,0.99
154041,637,239,22,-1.15
154052,300,490,43,0.93
154077,189,188,9,-2.75
154081,578,333,37,-2.8
154090,609,217,16,-2.07
154091,189,190,37,-1.67
154098,112,226,38,23.92
154103,190,503,36,-4.73
154107,681,161,20,-4.01
154110,489,141,6,-0.19
154111,681,509,27,-1.37
154113,141,239,13,0.15
154129,489,526,38,-6.55
154135,489,526,25,-3.2
154137,628,14,32,-6.48
154140,488,609,22,-0.11
154159,565,579,14,2.58
154165,503,684,22,-6.05
154184,239,565,42,-4.91
154191,456,631,7,-5.6
154194,526,488,32,5.26
154197,239,218,30,4.44
154199,509,209,10,3.02
154228,583,579,14,-3.85
154232,628,565,6,-1.14
154246,631,509,34,-6.59
154248,239,161,38,0.96
154259,618,609,11,2.99
154261,401,226,38,-3.8
154264,226,141,7,2.92
154271,402,268,34,0.24
154275,226,684,15,-6.91
154279,631,333,12,-5.72
154281,189,488,10,-4.22
154316,602,239,13,0.61
154324,637,488,0,4.9
154331,189,358,12,-0.91
154340,631,609,29,0.45
154344,358,239,19,-9.96
154352,489,226,35,-7.14
154353,618,218,38,-11
154363,189,579,26,4.55
154364,165,579,33,-0.38
154379,488,209,24,-1.66
154413,283,579,8,2.24
154421,89,631,30,0.51
154430,226,268,14,-2.79
154438,141,161,37,11.38
154440,509,578,8,-0.89
154447,300,631,43,0.94
154455,165,609,38,-3.96
154457,300,218,16,-1.97
154461,402,165,21,-1.24
154468,226,490,24,1.11
154489,631,565,5,-4.21
154490,602,565,14,-4.13
154494,583,579,0,-3.36
154504,526,14,29,1.3
154520,268,165,21,0.2
154525,628,637,16,16.21
154527,631,579,14,-2.78
154529,226,217,29,-4.94
154538,141,161,29,0.94
154540,637,583,27,1.82
154544,239,190,23,-2.95
154556,189,165,12,-0.32
154570,358,239,43,-2.19
154588,628,239,17,1.37
154589,188,239,36,-1.95
154590,268,631,22,1.64
154591,631,579,19,-9.08
154592,89,631,14,-2.46
154601,609,578,34,3.59
154611,609,579,35,-3.29
154625,456,583,9,-0.49
154635,226,526,32,1.13
154651,637,579,32,1.17
154652,583,579,43,4.57
154653,509,217,30,-4.63
154657,300,402,22,-1.69
154659,239,579,29,-5.82
154660,489,209,38,1.22
154661,314,631,9,1.39
154667,239,14,11,-3.55
154673,509,579,9,0.93
154675,283,578,11,1.99
154677,161,565,9,2.81
154687,489,161,25,0.14
154688,618,161,12,-1.53
154693,637,488,16,-4.75
154717,141,239,38,0.4
154721,489,226,19,-8.54
154725,300,283,10,-3.37
154735,165,490,20,-3.29
154739,167,631,5,-9.75
154750,300,628,35,13.34
154780,456,637,37,-9.48
154788,618,631,11,4.31
154791,618,333,32,-0.89
154794,141,333,0,0.16
154802,628,637,15,-0.32
154834,681,503,34,-6.81
154836,618,578,12,-3.39
154851,631,565,23,3.82
154856,488,490,19,-2.6
154864,112,239,10,1.79
154890,89,226,21,0.39
154915,141,578,5,9.76
154917,628,503,29,-10.03
154920,189,165,15,-1.42
154931,602,239,32,4.45
154944,681,565,0,-2.51
154949,226,283,42,-2.58
154953,609,579,23,0.23
154967,503,209,16,-5.33
154969,609,583,12,-0.24
154977,488,165,21,0.66
154993,189,190,16,0.67
154996,165,609,10,3.74
155021,402,268,8,3.6
155028,189,333,16,5.06
155030,314,565,21,1.86
155032,161,14,42,-0.61
155038,300,609,24,-0.56
155041,402,333,14,-6.35
155046,637,217,42,-3.7
155070,300,631,22,0.25
155121,681,283,17,0.16
155124,618,565,11,-6.86
155126,488,218,7,-0.59
155137,188,565,23,1.34
155140,239,217,42,-3.37
155146,489,239,9,1.65
155157,609,165,9,-7.55
155177,283,161,25,-0.94
155181,167,226,12,-8.5
155187,631,283,26,-0.91
155202,189,456,38,0.91
155206,609,503,10,5.48
155209,141,218,7,1.75
155213,189,631,28,-1.92
155223,637,609,36,2.4
155227,456,209,32,-5.87
155233,488,141,12,-4.95
155254,73,239,0,-1.83
155255,189,681,33,1.25
155257,618,141,11,15.48
155262,161,565,26,4.78
155271,268,488,20,1.78
155286,190,490,14,-4.85
155288,509,565,43,9.73
155295,681,490,21,-4.37
155301,489,684,10,8.79
155333,628,14,15,-0.49
155342,73,631,13,-2.8
155346,637,217,10,1.82
155357,190,456,12,2.05
155367,681,583,13,-8.54
155369,218,565,14,12.65
155371,226,488,19,-1.25
155372,189,637,33,6.3
155379,189,602,32,1.15
155381,637,283,16,3.61
155390,681,161,16,2.56
155391,631,209,5,-4.84
155396,190,684,9,6.61
155397,189,510,21,-3.95
155409,268,503,23,2.56
155411,268,578,22,-1.65
155414,268,631,28,-0.29
155435,268,565,5,-1.43
155444,402,217,9,-0.11
155448,681,684,24,-7.96
155452,268,333,6,-0.64
155457,268,631,5,3.12
155460,358,226,22,0.11
155461,618,218,21,-8.33
155469,618,161,10,-3.54
155470,618,141,21,4.7
155474,509,217,35,-6.03
155491,631,609,24,-0.01
155492,600,631,42,1.23
155496,489,217,7,2.87
155500,456,503,12,-4.37
155518,165,579,16,1.68
155521,565,684,37,0.52
155537,526,402,16,-3.48
155538,456,579,10,-2.74
155543,190,628,20,-1.47
155558,628,583,0,1.22
155561,631,583,14,-4.61
155572,490,609,38,3.94
155578,489,526,17,7.68
155581,526,402,36,-4.82
155582,189,684,43,0.68
155586,618,490,8,-8.28
155596,226,333,28,3.15
155607,218,503,43,-4.01
155610,73,239,32,0.06
155628,628,637,8,6.21
155631,300,333,32,-3.46
155637,226,565,23,2.44
155638,189,681,21,-3.52
155657,490,583,38,-1.58
155658,631,684,35,3.09
155661,189,358,8,1.68
155673,609,239,13,12.46
155679,490,503,27,-1.77
155683,456,631,34,-0.05
155687,509,684,29,4.44
155692,628,503,26,-12.47
155699,526,618,10,-5.18
155706,510,239,21,2.6
155711,165,637,30,-3.3
155718,637,209,20,-7.47
155720,526,503,16,-10.65
155721,618,490,0,-4.04
155723,681,609,28,-2.44
155728,456,631,29,-1.8
155731,637,684,5,-6.85
155733,489,565,20,7.04
155744,226,637,12,-0.79
155748,89,226,42,13.15
155750,189,628,9,-0.73
155759,89,631,28,2.64
155763,526,637,9,2.62
155765,490,333,23,-7.51
155766,141,684,12,-0.58
155768,161,578,10,0.74
155772,489,526,10,2.43
155784,456,684,8,-3
155789,141,283,10,2.58
155790,489,190,5,-2.93
155799,281,631,11,-4.97
155806,631,583,24,-1.8
155809,189,268,33,6.85
155812,141,333,24,2.29
155816,189,503,16,9.97
155820,681,503,35,-4.1
155822,268,631,24,0.57
155831,283,609,7,-3.61
155837,681,684,5,-2.5
155841,189,358,38,0.24
155845,283,609,32,11.38
155862,217,14,13,3.58
155876,300,578,26,1.72
155877,489,456,23,0.4
155909,489,333,17,3.84
155911,456,165,21,-2.38
155923,226,565,17,-3.08
155928,141,583,21,-2.35
155929,488,218,15,1.89
155931,456,684,17,6.02
155946,239,681,43,-1.22
155958,489,618,35,8.94
155961,602,565,43,-5.34
155968,489,141,14,0.56
155975,637,509,35,-2.71
155977,300,165,6,-4.33
155978,268,684,27,6.06
155979,226,209,33,-3.56
155984,503,217,35,-2.34
155991,217,579,34,3.04
156000,268,509,24,3.55
156004,488,333,22,-2.6
156005,618,609,5,-6.14
156013,631,218,38,-3.93
156021,226,283,19,-2.86
156024,509,578,29,0.23
156025,631,161,26,-5.17
156042,618,609,21,-2.99
156045,509,333,26,0.52
156073,226,209,38,2.12
156083,239,14,21,-3.18
156091,628,161,37,3
156104,161,509,32,-5.5
156110,583,209,0,1.28
156116,489,333,32,-2.51
156123,681,526,43,-1.22
156148,189,681,42,-6.58
156149,681,579,14,-6.75
156150,628,684,30,-0.29
156151,189,300,33,3.84
156152,631,490,17,2.95
156155,510,239,29,-9.46
156167,268,583,27,0.6
156170,628,579,28,1.43
156171,565,579,12,3.05
156175,402,161,12,0.84
156178,681,217,12,-6.43
156186,281,631,7,-7.96
156196,681,456,27,-1.55
156211,583,14,36,-0.39
156219,509,218,19,3.22
156227,401,565,12,2.48
156232,637,579,30,1.23
156234,602,239,7,-2.16
156241,300,268,28,-2.78
156244,189,401,32,0.47
156256,489,14,0,0.48
156265,628,579,19,-7.72
156270,402,488,13,1
156273,628,490,25,-6.22
156281,165,583,13,-1.02
156286,489,490,5,-1.32
156290,681,165,10,-0.03
156292,268,578,28,8.3
156296,190,490,24,-1.13
156319,509,14,36,2.6
156321,281,226,21,-6.66
156322,226,578,19,3.1
156326,300,578,21,5.48
156331,165,503,24,-5.92
156334,618,579,22,0.71
156335,456,283,24,4.12
156337,489,526,36,-5.78
156338,314,239,35,-8.68
156341,161,578,36,1.82
156346,190,681,13,-7.12
156355,402,503,25,0.57
156363,300,490,20,-0.26
156399,681,217,9,-4.78
156400,681,526,30,-0.3
156403,489,402,16,-2.54
156406,239,218,8,-1.84
156407,631,565,12,-2.12
156410,189,628,34,-0.86
156418,402,490,20,3.16
156428,218,209,14,2.05
156431,226,509,12,0.41
156440,456,141,32,2.34
156441,490,217,22,2.85
156448,141,583,29,-0.91
156450,14,579,43,1.38
156455,190,684,17,4.62
156459,268,583,0,-2.33
156460,479,239,22,1.01
156461,239,579,37,1.71
156466,190,579,37,2.16
156474,300,283,6,-1.1
156478,637,141,15,0.39
156492,510,631,29,-4.23
156493,401,239,29,-7.76
156514,631,239,0,-3.08
156519,602,239,17,-13.67
156520,189,456,8,-6.42
156525,89,226,15,-5.61
156528,637,141,32,5.55
156573,602,226,24,-3.43
156584,268,14,42,-2.99
156592,190,631,22,2.21
156598,456,14,6,-4.91
156617,189,681,13,0.52
156626,300,333,27,8.34
156661,226,300,34,-9.5
156673,489,509,6,-0.05
156686,600,631,23,5.87
156693,73,239,22,0.48
156695,283,14,32,0.36
156703,456,488,24,-1.97
156706,456,618,21,-7.65
156708,489,161,28,-7.52
156709,489,456,5,-3.79
156726,488,283,23,50.98
156740,628,333,14,-2.34
156752,161,579,25,-0.48
156765,226,583,0,2.5
156767,618,14,12,1.67
156781,239,684,30,-7.22
156793,89,631,24,-5.5
156806,489,579,35,-1.83
156808,239,300,5,-8.15
156817,631,578,17,1.51
156819,628,579,6,-1.17
156838,526,503,38,-5.98
156853,402,684,43,2.53
156854,226,503,34,-6.35
156858,300,218,5,0.03
156880,628,333,34,-1.43
156886,456,684,10,6.79
156895,268,609,9,3.32
156904,509,684,12,-8.18
156906,239,165,20,-5.96
156908,456,579,23,2.46
156926,268,503,12,-4.42
156931,489,637,10,4.73
156932,239,14,24,-10.19
156942,161,578,9,-1.21
156968,73,226,32,5.54
156975,189,456,42,-0.01
156977,637,14,17,-0.69
156979,631,490,36,-1.84
156989,402,565,13,11.17
156990,637,161,34,-2.02
156993,526,300,7,-4.5
156994,268,618,37,6.14
157001,226,283,15,-0.51
157011,456,218,24,0.24
157020,268,684,43,4.23
157042,226,628,27,5.71
157050,490,503,6,-2.95
157063,190,300,17,-5.57
157067,637,141,23,4.35
157076,456,333,16,3.77
157111,631,488,0,-4.67
157113,189,479,16,-0.09
157116,489,631,5,1.34
157123,402,565,8,-2.84
157137,526,565,30,-0.67
157150,628,490,12,-2.93
157154,268,628,37,10.52
157158,300,268,19,7.31
157162,456,141,42,0.51
157173,637,488,24,-0.99
157186,490,14,0,1.38
157190,456,218,16,-7.24
157191,268,141,28,4.44
157192,218,333,16,-5.65
157212,141,503,12,-4.91
157215,456,684,21,-6.36
157219,489,217,42,0.62
157221,488,283,38,70.58
157227,218,503,42,-22.04
157230,189,637,16,6.49
157274,489,283,19,0.47
157284,681,209,36,-8.44
157314,14,209,30,-6.2
157317,618,579,26,1.65
157318,509,583,5,7.06
157323,578,209,25,1.12
157328,189,281,28,-2.25
157332,526,165,23,4.96
157342,609,333,42,1.43
157362,489,578,22,0.95
157373,684,14,23,0.45
157381,226,300,16,1.49
157388,490,161,16,-7.53
157394,637,488,15,-1.23
157395,402,217,24,-0.34
157405,488,239,35,-1.07
157416,456,141,8,-1.86
157421,631,141,5,-5.73
157436,165,333,22,-0.73
157437,456,141,10,3.06
157438,526,14,38,0.06
157440,583,684,15,1.14
157446,526,141,22,-0.39
157455,218,14,19,-1.72
157457,609,509,24,12.96
157458,209,579,29,6.57
157465,190,218,13,5
157466,578,209,29,-9.33
157482,190,14,19,3.83
157484,618,628,29,-1.87
157485,283,579,13,8.69
157495,283,509,0,5.07
157498,268,490,26,-2.69
157506,488,578,26,1.64
157517,358,226,24,1.09
157529,618,503,7,-5.15
157534,583,333,10,-4.41
157540,631,209,23,-2.03
157543,89,226,0,-4.1
157544,628,141,24,0.33
157556,509,684,34,1.7
157559,565,503,38,0.15
157569,239,490,11,0.89
157573,602,239,14,-2.19
157576,402,268,9,5.04
157587,456,609,28,-0.87
157598,456,628,42,-0.02
157600,628,578,32,2.4
157637,300,628,20,4.48
157639,509,565,17,12.15
157643,190,141,8,-0.43
157652,681,333,17,-4.99
157654,631,209,19,1.22
157655,637,333,8,-1.38
157660,283,14,17,2.94
157661,300,217,37,-4.53
157666,161,217,16,0.84
157671,226,209,24,-4.54
157672,189,602,25,0.21
157677,333,565,42,1.57
157692,681,300,35,-4.7
157706,226,526,27,-6.09
157726,526,503,15,-8.83
157734,73,226,11,5.46
157738,637,578,8,-1.37
157739,490,509,26,0.01
157755,226,503,13,-1.02
157756,190,161,33,-7.85
157757,189,283,15,-2.5
157759,602,226,10,10.8
157761,503,579,28,-4.9
157770,510,239,10,-1.92
157796,226,456,7,-4.31
157818,89,226,11,10.28
157819,300,209,19,-0.7
157821,618,637,28,1.75
157841,609,684,25,3.95
157842,239,579,0,-3.11
157844,190,14,15,3.67
157852,190,684,14,4.89
157855,578,333,8,-3.98
157859,618,488,7,-0.76
157860,402,14,29,0.54
157866,578,333,16,-4.85
157874,402,333,13,1
157876,189,618,43,3.95
157885,283,684,14,2.15
157892,402,218,17,2.15
157899,226,165,29,-0.55
157903,628,217,43,-2.08
157911,218,583,8,1.35
157923,456,218,15,-1.1
157926,268,609,12,0.83
157931,631,488,34,-1.7
157951,637,490,7,-4.35
157952,489,283,34,3.36
157954,609,579,37,2.87
157966,165,333,8,-2.5
157968,226,14,34,-4.43
157971,681,402,34,-0.76
157977,268,609,38,2.22
157990,631,578,6,-0.95
157997,479,226,43,-3.65
158011,161,509,34,-2.26
158034,358,239,42,-4.67
158038,618,509,34,-4.79
158046,489,239,17,0.24
158048,681,565,27,-1.68
158051,509,684,9,1.22
158053,190,637,11,3.59
158056,333,684,24,2.24
158071,141,218,26,1.71
158092,314,565,19,-2.32
158093,488,333,29,-1.78
158095,189,618,38,-2.38
158123,526,618,21,-1.19
158127,226,609,36,-3.8
158133,268,161,29,0.9
158136,565,503,43,-2.85
158138,190,268,26,1.27
158167,161,14,24,4.72
158184,628,209,9,-6.11
158197,479,565,25,-9.1
158198,637,490,8,-3.85
158199,510,239,8,-3.01
158226,609,217,5,1.58
158235,226,209,29,-10.46
158240,489,503,8,-3.82
158244,618,583,22,0.62
158251,14,579,27,-1.01
158254,684,209,10,-0.76
158258,600,631,17,-7.37
158271,165,209,21,-10.95
158275,268,565,30,2.23
158279,226,268,7,1.86
158280,268,637,15,-1.25
158298,456,333,32,-3.05
158303,167,565,38,2.68
158313,217,579,23,4.49
158320,268,628,13,10.5
158330,165,637,16,-9.85
158345,161,583,22,-5.51
158353,165,684,7,-7.25
158386,190,509,9,-2.63
158393,189,314,37,1.94
158397,218,503,13,-5.48
158409,526,631,21,-4.69
158411,631,161,9,-9.31
158426,283,579,26,-1.68
158427,628,565,26,-7.13
158429,161,217,0,-3.56
158439,456,503,13,-9.82
158443,190,490,28,-2.47
158451,226,141,17,-1.91
158452,609,565,11,2.06
158465,456,402,10,-6.19
158469,681,226,5,-3.99
158476,141,217,16,1.41
158480,189,510,26,-2.1
158481,681,141,8,-6.08
158497,583,684,24,1.61
158511,509,578,15,-5.5
158520,578,583,12,-2.02
158522,283,209,15,0.69
158530,631,14,35,0.89
158542,509,583,0,0.6
158545,189,578,26,2.9
158546,239,333,28,-2.35
158548,526,631,37,-12.85
158549,479,565,13,-13.43
158567,141,218,30,-0.49
158587,226,218,19,-0.16
158613,402,161,0,0.28
158616,333,579,26,0.84
158627,281,631,19,9.51
158637,189,488,16,2.16
158640,189,141,28,-2.78
158642,488,283,24,18.69
158644,456,579,9,-2.51
158645,300,637,28,2.51
158652,402,637,26,5.72
158654,190,226,32,1.01
158655,112,226,25,15.84
158672,628,283,12,-0.44
158675,681,618,9,-5.95
158680,618,283,25,5.65
158688,618,684,15,-2.7
158704,189,456,9,-9.03
158714,190,218,9,0.12
158716,189,190,15,-4.13
158719,281,631,21,-6.63
158721,190,333,7,0.21
158739,314,239,32,6.16
158743,490,161,42,-6.3
158745,165,618,29,2.43
158750,402,631,29,0.17
158774,190,609,26,-0.84
158775,190,583,16,3.76
158794,631,161,28,-13.08
158806,456,578,19,-6.6
158809,602,565,5,-2.14
158812,218,565,21,10.39
158818,490,565,9,4.49
158824,510,631,17,-4.36
158829,141,218,27,5.66
158839,503,217,16,-4.49
158841,526,578,26,-2.93
158850,402,583,32,1.63
158851,456,490,33,-12.05
158854,628,141,11,9.16
158866,239,217,21,0.63
158869,226,283,37,0.69
158874,283,217,9,-3.25
158880,226,628,11,4.57
158883,239,456,14,-3.02
158887,165,218,30,2.45
158889,618,218,0,1.51
158907,489,609,26,0.93
158912,239,268,25,-0.82
158932,218,217,29,-0.8
158933,489,226,20,-3.57
158936,190,165,34,-7.37
158937,190,165,20,-0.63
158942,609,583,20,-1.04
158944,190,14,37,-1.58
158951,583,565,38,2.12
158959,600,239,15,-2.92
158964,268,490,29,0.08
158968,637,503,30,-5.18
158973,628,161,0,-2.69
158980,456,141,9,-3.63
158984,161,578,13,-2.51
158995,637,217,0,-6.28
159004,226,333,0,1.41
159010,239,565,20,-6.65
159014,618,579,5,-1.21
159016,141,283,9,7.99
159020,283,503,25,-1.37
159028,503,209,33,-4.64
159029,333,579,12,7.87
159031,628,488,11,8.42
159035,189,579,11,5.79
159036,165,684,14,0.11
159049,189,684,23,1.18
159061,488,503,28,-10.62
159068,333,684,12,-8.4
159114,489,226,27,0.3
159128,489,209,15,2.37
159142,268,141,15,2.46
159166,402,565,30,-5.15
159168,600,239,42,-2.13
159169,628,509,32,2.56
159188,358,239,8,-8.52
159193,631,488,13,-1.94
159199,190,283,23,2.95
159205,188,631,17,-2.47
159207,479,565,0,-12.82
159210,578,565,17,17.16
159217,509,503,8,-11.24
159220,239,300,34,-4.96
159226,637,609,19,-2.87
159236,402,488,7,4.49
159244,190,226,24,-2.71
159246,281,490,24,-0.63
159262,239,300,17,-4.82
159273,628,141,8,15.81
159314,112,565,28,2.56
159320,283,609,12,0.29
159323,609,218,37,4.81
159327,14,209,21,-0.32
159350,333,684,23,0.8
159397,161,578,20,-0.09
159409,188,565,11,-1.85
159413,239,333,43,1.14
159416,300,637,17,0.32
159424,618,583,24,-4.78
159426,239,509,29,6.98
159432,489,161,16,-1.84
159459,189,358,17,-0.57
159479,526,268,11,2.86
159489,489,283,20,-0.29
159490,333,503,12,1.04
159491,510,565,26,-1.89
159493,73,631,11,-0.01
159498,681,165,21,-0.91
159506,526,209,0,-1.65
159528,165,565,38,0.85
159543,526,579,27,-2.32
159568,526,583,10,-1.59
159569,218,217,20,1.21
159575,281,565,9,-4.35
159589,161,209,28,-0.51
159615,239,402,6,3.99
159622,226,300,7,-3.92
159674,190,565,28,1.39
159691,189,479,34,0.61
159694,526,268,35,-1.52
159708,637,217,13,-5.62
159710,226,503,12,-2.59
159717,509,503,5,-1.02
159720,268,218,6,3.32
159722,189,165,14,3.61
159747,618,283,30,0.66
159751,479,631,5,-2.12
159759,141,565,15,-0.87
159775,189,565,37,-1.37
159778,456,503,19,-1.42
159779,217,14,12,-2.06
159780,112,565,7,-1.58
159786,489,300,13,-3.46
159792,456,684,24,2.89
159793,609,579,8,1.84
159797,161,565,11,-4.35
159800,226,583,37,-0.51
159811,190,283,9,1.08
159830,190,402,42,-7.32
159831,509,578,28,3.38
159855,268,283,29,1.55
159872,189,333,8,5.5
159891,637,239,0,-3.01
159896,189,283,29,-1.42
159897,637,283,29,1.46
159915,681,456,13,-7.61
159918,189,239,32,-0.08
159934,684,14,33,3.57
159953,226,526,19,-9.27
159954,583,503,16,-1.22
159959,161,684,7,4.4
159967,583,565,19,6.07
159988,456,579,36,-1.82
160008,456,578,43,-0.93
160009,681,583,11,0.2
160016,628,209,13,-10.95
160017,268,618,24,1.53
160019,503,579,38,0.44
160023,618,141,7,-3.35
160052,526,509,32,4.06
160055,628,239,8,-6.65
160066,628,239,20,0.25
160067,510,226,28,2.61
160093,239,583,5,-2.89
160105,628,161,20,-5.7
160108,618,565,35,-4.89
160125,402,509,36,0.2
160133,526,565,0,2.47
160143,141,161,42,11.18
160144,631,217,37,-3.45
160148,73,631,37,-4.68
160149,300,579,21,-6.22
160154,489,456,20,-5.18
160169,188,631,25,-5.03
160172,189,583,25,2.33
160178,190,637,17,-2.42
160191,509,565,8,3.37
160206,239,226,43,-7.19
160231,165,684,32,-4.19
160238,190,300,27,4.99
160256,268,141,36,-0.49
160271,618,141,19,9.27
160272,165,218,24,-0.97
160274,618,239,17,3.56
160275,165,161,36,-1.53
160278,631,488,38,3.06
160285,239,209,14,-5.23
160290,565,684,7,0.67
160293,583,579,11,1.02
160300,488,583,20,-2.79
160301,190,490,17,1.28
160315,681,283,30,-2.62
160321,681,490,23,0.99
160324,161,503,29,3.57
160342,684,14,29,1.64
160344,190,565,33,8.63
160361,637,217,29,-3.88
160365,600,226,15,4.42
160380,490,218,22,-4.35
160392,300,490,29,0.08
160396,165,684,42,-6.39
160397,402,609,30,1.38
160398,189,401,7,-1.78
160406,161,209,10,-2.09
160420,628,218,0,-2.38
160425,268,579,43,-1.17
160437,609,14,8,2.27
160449,618,239,6,1.6
160451,631,490,6,-8.05
160458,637,684,37,3.73
160460,165,578,35,8.19
160467,283,490,6,-5.88
160474,456,161,25,1.46
160475,161,503,6,3.96
160483,637,490,9,-5.34
160499,161,509,14,-4.95
160509,402,141,16,1.72
160516,190,218,8,4.8
160534,681,488,19,-2.26
160550,488,509,7,-1.39
160560,526,509,22,0.07
160563,681,217,5,-5.76
160598,565,684,16,0.87
160602,239,190,5,-9.17
160606,283,583,23,-2.76
160609,226,628,0,-0.81
160613,141,578,35,2.06
160644,283,218,20,-1.64
160662,141,217,30,0.14
160666,226,526,7,-5.14
160668,189,602,23,5.08
160672,268,141,22,0.4
160688,456,503,7,2.62
160695,509,565,33,-3.76
160711,490,579,0,0.14
160714,637,503,24,-3.32
160716,314,565,24,5.65
160720,402,609,37,4.3
160723,489,583,7,4.99
160726,402,165,26,-1.39
160732,631,14,25,-7.53
160734,141,684,7,2.77
160737,189,281,21,-6.67
160739,489,509,17,-1.47
160743,628,209,11,-0.3
160746,239,578,28,-1.36
160759,489,226,21,4.44
160761,190,609,28,-1.04
160775,526,503,8,-10.95
160780,618,565,32,-10.04
160787,314,226,35,0.39
160800,141,218,25,2.12
160803,300,578,24,0.75
160818,226,456,34,-7.69
160838,609,565,43,2.48
160846,333,565,27,-0.8
160864,479,565,43,-11.16
160866,489,14,28,0.07
160875,489,300,32,0.55
160879,681,217,30,-5.23
160899,283,490,13,-2.02
160912,402,509,6,-1.1
160915,73,239,12,-4.62
160920,618,583,37,-8.26
160921,631,161,33,-7.85
160931,628,565,42,-8.28
160937,489,681,12,-3.55
160941,631,565,24,-2.21
160959,583,209,27,1.7
160964,456,628,12,3.49
160971,526,333,14,-8.05
160980,510,239,23,-1.69
160982,190,637,5,3.07
160996,456,609,36,2.99
161004,226,217,26,-2.93
161025,618,218,20,-9.77
161028,300,631,42,0.28
161032,402,565,5,0.4
161038,637,14,34,3.62
161049,526,609,38,0.12
161058,618,565,42,-1.56
161071,14,209,37,-5.36
161097,456,141,25,1.55
161101,167,565,14,1.66
161105,239,209,11,-4.93
161112,488,333,19,1.08
161122,226,609,17,1.26
161132,112,565,6,-2.89
161148,141,283,28,7.19
161153,189,602,10,15.11
161154,283,583,43,-1.17
161167,681,509,5,-3.22
161171,618,333,38,2.36
161208,681,579,0,-1.43
161210,218,579,42,3.72
161217,578,503,8,-8.96
161239,402,631,30,-1.23
161259,283,161,27,-1.02
161265,190,141,15,3.96
161266,281,226,13,2.68
161275,681,456,16,1.14
161288,268,509,13,-8.72
161302,488,579,9,5.33
161304,189,239,34,6.14
161306,578,583,10,0.69
161311,226,333,6,1.5
161312,165,161,28,-7.88
161327,456,268,24,-1.24
161337,218,684,38,3.55
161344,489,618,24,-3.58
161346,681,209,32,-3.77
161357,578,333,23,1.34
161361,488,141,34,0.97
161366,456,268,5,-1.66
161369,189,14,24,3.79
161391,526,300,28,-3.11
161392,141,578,8,-2.36
161397,684,209,28,-1.98
161405,218,579,26,0.62
161406,402,218,30,-0.92
161418,510,226,7,1.51
161423,402,609,19,-0.04
161440,609,165,17,-1.57
161445,300,631,5,1.21
161451,141,509,6,3.2
161454,628,565,7,-0.09
161481,226,684,8,-3.53
161512,479,565,20,-7.97
161519,165,209,24,-3.63
161521,300,583,12,-1.81
161526,217,14,6,28.37
161529,402,637,34,8.47
161532,190,283,25,-0.54
161535,226,628,37,-1.29
161544,489,579,16,7.52
161560,300,14,11,11.2
161562,479,226,20,-1.29
161586,489,681,28,11.37
161589,268,609,5,-3.71
161606,637,503,13,-3.42
161621,161,684,5,0.21
161622,602,226,17,-16.94
161623,510,631,10,2.84
161630,583,333,17,1.58
161633,489,503,6,6.13
