ID,Drug_A,Drug_B,Cell_Line,Score
15753,609,167,23,-6.235722238
15754,609,167,24,1.09108677835671
15755,609,167,25,-4.136156751
15757,609,167,26,-3.378135708
15760,609,167,27,-1.526450366
15761,609,167,28,-8.091418596
15762,609,167,29,-13.16716413
15764,609,167,30,-3.827228365
15765,609,167,31,-7.823393398
15766,609,167,32,-5.047807747
15767,609,167,33,-12.42684134
15768,609,167,34,-2.844631629
15769,609,167,35,-6.686113264
15770,609,167,36,-8.972147913
15771,609,167,37,-9.825534134
15772,609,167,38,-12.67651756
15773,609,167,39,-5.264391797
15774,609,167,40,-2.309725918
15776,609,167,41,-4.509789455
15777,609,167,42,-13.84553065
15778,609,167,43,-12.12784728
15779,609,167,44,-5.777260057
15780,609,167,45,-1.864635526
15781,609,167,46,0.994865955381109
15782,609,167,47,-2.374865295
16006,609,526,0,-2.060341839
16007,609,526,1,-1.449398627
16008,609,526,2,-0.936944137
16009,609,526,3,-9.014549483
16010,609,526,4,-1.476319293
16011,609,526,5,3.12608585147097
16012,609,526,6,-1.553051648
16014,609,526,7,-1.62286529
16015,609,526,8,-3.142659647
16016,609,526,9,-4.741584043
16017,609,526,11,-11.56909866
16018,609,526,10,-0.6355945
16019,609,526,12,-12.22227199
16020,609,526,13,-3.511239342
16021,609,526,14,0.0432055519729113
16023,609,526,15,-2.867485791
16025,609,526,16,-9.605256209
16026,609,526,17,-4.233399983
16027,609,526,18,-11.99072201
16028,609,526,19,-1.974014234
16030,609,526,20,2.58200349242357
16031,609,526,21,-2.413595712
16033,609,526,22,0.712989933610318
16034,609,526,23,-2.090703231
16035,609,526,24,-10.1669079
16036,609,526,25,-2.484795679
16038,609,526,26,-0.428494217
16041,609,526,27,-0.874851758
16042,609,526,28,-5.151491641
16043,609,526,29,-4.202630425
16045,609,526,30,-1.254479697
16046,609,526,31,-0.062034625
16047,609,526,32,1.14000501452516
16048,609,526,33,-2.69427893
16049,609,526,34,-6.373173806
16050,609,526,35,6.08588742669553
16051,609,526,37,-0.229394773
16052,609,526,38,0.936963894508286
16053,609,526,39,-0.58281504
16054,609,526,40,0.33532816194391
16056,609,526,41,-1.438365748
16057,609,526,42,-4.979756472
16058,609,526,43,-3.516320661
16059,609,526,44,-6.606524892
16060,609,526,45,-0.827760753
16061,609,526,46,-7.124065763
16062,609,526,47,0.0219434323112232
16244,609,640,0,-8.591995597
16245,609,640,1,-1.77770583
16246,609,640,2,-1.780596779
16247,609,640,3,-9.429994045
16248,609,640,4,1.3187174092075802
16249,609,640,5,-2.203445223
16250,609,640,6,-2.844551806
16252,609,640,7,-2.717587227
16253,609,640,8,0.1687239446399899
16254,609,640,9,-5.247970927
16255,609,640,11,0.2859879605188901
16256,609,640,10,-5.659572904
16257,609,640,12,-9.482762004
16258,609,640,13,3.1829863425867995
16259,609,640,14,-4.87054554
16261,609,640,15,0.945986281984075
16263,609,640,16,-1.46601371
16264,609,640,17,1.0471734914518251
16265,609,640,18,2.3426256054409
16266,609,640,19,1.065320604294735
16268,609,640,20,-1.156704395
16269,609,640,21,-7.743769868
16271,609,640,22,-4.928133925
16272,609,640,23,-0.791562477
16273,609,640,24,-1.242056751
16274,609,640,25,-1.666299051
16276,609,640,26,-4.522341418
16279,609,640,27,-0.532622356
16280,609,640,28,1.46014447934688
16281,609,640,29,-0.297812796
16283,609,640,30,1.45234202483882
16284,609,640,31,-3.133973988
16285,609,640,32,-3.449912625
16286,609,640,33,-0.416462712
16287,609,640,34,-1.3012851
16288,609,640,35,-0.053221147
16289,609,640,37,1.452209639709524
16290,609,640,38,0.7699636855485635
16291,609,640,39,-5.615964408
16292,609,640,40,-5.366399178
16294,609,640,41,-3.606069919
16295,609,640,42,-1.367834214
16296,609,640,43,-0.790097219
16297,609,640,44,-3.530802181
16298,609,640,45,-2.034658219
16299,609,640,46,1.7859619934139443
16300,609,640,47,-0.325593116
16303,609,631,0,-1.788163471
16304,609,631,1,-1.239451517
16305,609,631,2,-2.90901435
16306,609,631,3,-29.10335672
16307,609,631,4,-3.837507351
16308,609,631,5,-14.48172396
16309,609,631,6,-17.51813282
16311,609,631,7,-2.80639099
16312,609,631,8,-6.107887387
16313,609,631,9,0.907005424370617
16314,609,631,11,-4.706719114
16315,609,631,10,-5.842703638
16316,609,631,12,1.79303819597905
16317,609,631,14,-0.268966279
16319,609,631,15,4.15754308418565
16321,609,631,17,-3.331708383
16322,609,631,18,0.253869617895469
16323,609,631,19,-0.784846854
16325,609,631,20,-1.9662329
16326,609,631,21,-3.275887214
16328,609,631,22,1.08800535009427
16329,609,631,23,-6.652286631
16330,609,631,24,0.650902704461299
16331,609,631,25,0.517153472239171
16333,609,631,26,1.00976189711905
16336,609,631,27,-4.854783813
16337,609,631,28,-0.066978188
16338,609,631,29,-1.526895994
16340,609,631,30,-1.608433095
16341,609,631,31,-7.074703673
16342,609,631,33,-2.898545599
16343,609,631,34,-1.369088417
16344,609,631,35,-2.116621346
16345,609,631,37,-4.828783187
16346,609,631,38,1.85605091642819
16347,609,631,39,-5.021209843
16348,609,631,40,-11.83478312
16350,609,631,41,-6.866213652
16351,609,631,42,-8.601939615
16352,609,631,43,-0.847424684
16353,609,631,44,-4.647003844
16354,609,631,45,1.75856454884984
16355,609,631,46,-0.909427844
16356,609,631,47,-1.138843423
16478,609,637,0,-1.391776195
16479,609,637,1,-3.615345473
16480,609,637,2,1.58517946667747
16481,609,637,3,-18.19901252
16482,609,637,4,1.08060660880223
16483,609,637,5,-5.134849194
16484,609,637,6,-22.46651317
16486,609,637,7,4.88849032163413
16487,609,637,8,-1.262266437
16488,609,637,9,-9.280173172
16489,609,637,11,-3.52027786
16490,609,637,10,-3.591644991
16491,609,637,12,3.07072267025807
16492,609,637,13,4.07828209705411
16493,609,637,14,-2.186223103
16495,609,637,15,-2.662210971
16497,609,637,16,0.278889307127086
16498,609,637,17,-6.174398253
16499,609,637,18,-0.894444322
16500,609,637,19,-1.164441398
16502,609,637,20,-1.277430546
16503,609,637,21,-4.039784634
16505,609,637,22,1.77529415219319
16506,609,637,23,-5.596168479
16507,609,637,24,1.37692293403702
16508,609,637,25,1.61483365128301
16510,609,637,26,0.461789042476073
16513,609,637,27,-2.311346462
16514,609,637,28,1.01820766937667
16515,609,637,29,-2.489997138
16517,609,637,30,2.60707410295418
16518,609,637,31,-1.763927423
16519,609,637,32,-2.703674439
16520,609,637,33,1.32118424907992
16521,609,637,34,-2.880829841
16522,609,637,35,-3.306973932
16523,609,637,37,2.95041920804323
16524,609,637,38,0.119718876459296
16525,609,637,39,-8.159455084
16526,609,637,40,-7.183637002
16528,609,637,41,-0.366031781
16529,609,637,42,-5.411659766
16530,609,637,43,0.775430927509068
16531,609,637,44,6.57573753887419
16532,609,637,45,-1.068001506
16533,609,637,46,1.81914176285198
16534,609,637,47,0.635299816470631
16715,609,684,0,-3.656552653
16716,609,684,1,-5.760799687
16717,609,684,2,-11.43280672
16718,609,684,3,-12.94598723
16719,609,684,4,-13.26036836
16720,609,684,5,-14.92747389
16721,609,684,6,-21.94699832
16723,609,684,7,-14.99344872
16724,609,684,8,-4.908751365
16725,609,684,9,-8.008420141
16726,609,684,11,-8.420447881
16727,609,684,10,-7.710788943
16728,609,684,12,-17.11774643
16729,609,684,13,-13.94358869
16730,609,684,14,-0.043253941
16732,609,684,15,-20.44710069
16734,609,684,16,-10.91477866
16735,609,684,17,-12.45236089
16736,609,684,19,-10.11217473
16738,609,684,20,-11.9494303
16739,609,684,21,-10.15350291
16741,609,684,22,-1.694750303
16742,609,684,23,-17.66526782
16743,609,684,24,-15.87231045
16744,609,684,25,-13.87612613
16746,609,684,26,-15.10280979
16749,609,684,27,-9.850620712
16750,609,684,28,-16.08553816
16751,609,684,29,-15.78719951
16753,609,684,30,-6.538649236
16754,609,684,31,-11.20545569
16755,609,684,32,-8.645721103
16756,609,684,33,-9.875708499
16757,609,684,34,-17.02907664
16758,609,684,35,-11.22581095
16759,609,684,36,-2.960291056
16760,609,684,37,-11.44245666
16761,609,684,38,-15.91798952
16762,609,684,39,-6.28564686
16763,609,684,40,-12.0429884
16765,609,684,41,-10.83195137
16766,609,684,43,-9.683529902
16767,609,684,44,-5.1957255
16768,609,684,45,-14.87112683
16769,609,684,46,-2.086081594
16770,609,684,47,-5.905988869
17480,609,401,0,-5.678059896
17481,609,401,1,-1.740264197
17482,609,401,2,-3.757335988
17483,609,401,3,-3.239618738
17484,609,401,4,-2.376061095
17485,609,401,5,-5.345633778
17486,609,401,6,-0.00385546
17488,609,401,7,-0.485082169
17489,609,401,8,-2.132805189
17490,609,401,9,-2.106987676
17491,609,401,11,-2.812803297
17492,609,401,10,4.60337471571776
17493,609,401,12,-14.9069377
17494,609,401,13,-2.04339462
17495,609,401,14,-2.940865569
17497,609,401,15,-5.445667716
17499,609,401,16,-1.962870659
17500,609,401,17,0.548267756459352
17501,609,401,18,-1.735936534
17502,609,401,19,-5.503776087
17504,609,401,20,-4.860869127
17505,609,401,21,-2.721597291
17507,609,401,22,-4.530192063
17508,609,401,23,-2.371378022
17509,609,401,24,-0.481733525
17510,609,401,25,-10.28468037
17512,609,401,26,-2.626188216
17515,609,401,27,-0.868343637
17516,609,401,28,-2.897719153
17517,609,401,29,-0.201661896
17519,609,401,30,-1.716011378
17520,609,401,31,2.49320526404781
17521,609,401,32,-4.347900036
17522,609,401,33,-1.649492007
17523,609,401,34,-1.852734414
17524,609,401,35,-0.277140344
17525,609,401,36,-5.227223548
17526,609,401,37,-4.074285632
17527,609,401,38,-0.089796323
17528,609,401,39,-3.017480839
17529,609,401,40,-5.337124218
17531,609,401,41,-0.99875232
17532,609,401,42,-0.564278318
17533,609,401,43,-4.241375998
17534,609,401,44,-2.384832941
17535,609,401,45,-4.499954726
17536,609,401,46,-2.946186579
17537,609,401,47,-6.393728411
17540,609,161,0,-1.095657066
17541,609,161,1,0.629295851837781
17542,609,161,2,-2.426042312
17543,609,161,3,-0.803233418
17544,609,161,4,0.0045922260328062
17545,609,161,5,-4.034568906
17546,609,161,6,-1.929534646
17548,609,161,7,-0.770019728
17549,609,161,8,-1.596120377
17550,609,161,9,1.70217390580281
17551,609,161,11,0.182112310899936
17552,609,161,10,-1.084377567
17553,609,161,12,-2.113497622
17554,609,161,13,-10.69296862
17555,609,161,14,2.92315079558563
17557,609,161,15,-5.051904429
17559,609,161,16,-2.954193593
17560,609,161,17,-1.057382939
17561,609,161,18,4.59463346263538
17562,609,161,19,0.656938177126893
17564,609,161,20,-69.6686422
17565,609,161,21,-4.456424963
17567,609,161,22,-3.368889671
17568,609,161,23,6.3544138762298
17569,609,161,24,0.433778170828362
17570,609,161,25,-0.760146834
17572,609,161,26,3.4580475368862
17575,609,161,27,-1.361931291
17576,609,161,28,-0.775165709
17577,609,161,29,-2.447237001
17579,609,161,30,-2.053432082
17580,609,161,31,-0.253543707
17581,609,161,32,-4.169088523
17582,609,161,33,-4.027140254
17583,609,161,34,0.138228877513609
17584,609,161,35,-0.166401916
17585,609,161,36,1.23882891094481
17586,609,161,37,-3.366178631
17587,609,161,38,-6.079926164
17588,609,161,39,-4.565026977
17589,609,161,40,0.554452183815656
17591,609,161,41,-0.562984555
17592,609,161,42,-0.766324029
17593,609,161,43,-8.682581276
17594,609,161,44,-4.03236385
17595,609,161,45,-12.74134894
17596,609,161,46,-0.647579717
17597,609,161,47,-4.449871096
17600,609,281,0,-4.086393611
17601,609,281,1,-5.05017877
17602,609,281,2,-10.87065914
17603,609,281,3,-2.37820775
17604,609,281,4,-7.124550338
17605,609,281,5,7.54623619031068
17606,609,281,6,-18.22035573
17608,609,281,7,-0.04952013
17609,609,281,8,1.19921070033532
17610,609,281,9,-5.303309335
17611,609,281,11,-10.78465931
17612,609,281,10,-9.661414475
17613,609,281,12,-20.75903945
17614,609,281,13,6.15499608003689
17615,609,281,14,1.19246718576487
17617,609,281,15,-8.874975268
17619,609,281,16,-13.28140323
17620,609,281,17,-5.514871713
17621,609,281,18,-16.52815462
17622,609,281,19,-5.659443301
17624,609,281,20,-4.73792758
17625,609,281,21,-16.55255142
17627,609,281,22,-10.19799094
17628,609,281,23,-13.74772139
17629,609,281,24,2.14765249409138
17630,609,281,25,-0.826335278
17632,609,281,26,-10.47918362
17635,609,281,27,-10.79872846
17636,609,281,28,-3.584769068
17637,609,281,29,5.27278000000807
17639,609,281,30,-11.13277165
17640,609,281,31,-11.59670532
17641,609,281,32,-4.082410123
17642,609,281,33,-3.985083178
17643,609,281,34,-2.355534611
17644,609,281,35,-10.47000289
17645,609,281,36,-4.016175544
17646,609,281,37,-2.262197979
17647,609,281,38,-4.230136809
17648,609,281,39,-9.190383555
17649,609,281,40,-12.17358732
17651,609,281,41,-5.77309844
17652,609,281,42,-9.389190952
17653,609,281,43,-1.024644175
17654,609,281,44,-2.333219563
17655,609,281,45,-3.068189442
17656,609,281,46,-10.18924868
17657,609,281,47,0.0183283488845803
17719,490,190,0,0.545436241769921
17720,490,190,1,-4.735237827
17721,490,190,2,-3.188550107
17722,490,190,3,-45.23566119
17723,490,190,4,-3.606337653
17724,490,190,5,-2.738232572
17725,490,190,6,-4.006573045
17727,490,190,7,1.97016440293165
17728,490,190,8,-0.544750236
17729,490,190,9,-1.544338429
17730,490,190,11,-2.088534556
17731,490,190,10,6.5740065182259
17732,490,190,12,14.0367274000275
17733,490,190,13,-4.687871202
17734,490,190,14,-1.365299416
17736,490,190,15,-2.674919374
17738,490,190,16,-14.77839062
17739,490,190,17,-3.151439988
17740,490,190,18,4.31086585104496
17741,490,190,19,-3.255687413
17743,490,190,20,4.85275604129844
17744,490,190,21,0.127811068984359
17746,490,190,22,-3.171480234
17747,490,190,23,-5.59487562
17748,490,190,24,-2.240693804
17749,490,190,25,-6.370898484
17751,490,190,26,-1.659486719
17754,490,190,27,-2.073425039
17755,490,190,28,8.14569637750719
17756,490,190,29,-4.405145573
17758,490,190,30,-0.587835642
17759,490,190,31,11.0884061392986
17760,490,190,32,-1.93154103
17761,490,190,33,-3.01016508
17762,490,190,34,-1.412292437
17763,490,190,35,0.523116728820654
17764,490,190,36,7.73371995257766
17765,490,190,37,-3.791083866
17766,490,190,38,-1.813132155
17767,490,190,39,-8.623042078
17768,490,190,40,-1.605446826
17770,490,190,41,1.62465710888022
17771,490,190,42,1.58655592892635
17772,490,190,43,-6.307884837
17773,490,190,44,2.32280597641406
17774,490,190,45,-2.433038058
17775,490,190,46,11.4212585799489
17776,490,190,47,-3.777556462
17779,490,73,0,-7.831887678
17780,490,73,1,-7.277369199
17781,490,73,2,-3.364378379
17782,490,73,3,-5.876360873
17783,490,73,4,-15.85206684
17784,490,73,5,-4.36583209
17785,490,73,6,-11.45463697
17787,490,73,7,-14.63235019
17788,490,73,8,-11.22909878
17789,490,73,9,-8.558947978
17790,490,73,11,-14.98988439
17791,490,73,10,-12.74363767
17792,490,73,12,-7.66934665
17793,490,73,13,-6.235252816
17794,490,73,14,-13.35415119
17796,490,73,15,-9.155525039
17798,490,73,16,-11.60223687
17799,490,73,17,-5.638649455
17800,490,73,18,0.946978536659066
17801,490,73,19,-24.88327119
17803,490,73,20,-10.08158637
17804,490,73,21,-8.667833224
17806,490,73,22,-28.30608721
17807,490,73,23,-0.678153903
17808,490,73,24,-5.038918614
17809,490,73,25,-10.18781973
17811,490,73,26,-9.552166496
17814,490,73,27,-2.834912247
17815,490,73,28,-11.03753757
17816,490,73,29,-8.654292074
17818,490,73,30,-4.396087036
17819,490,73,31,-11.21627076
17820,490,73,32,-5.930320732
17821,490,73,33,-13.14096759
17822,490,73,34,-1.949987074
17823,490,73,35,-6.909427052
17824,490,73,36,-5.780516623
17825,490,73,37,-11.17702947
17826,490,73,38,-8.132943378
17827,490,73,39,-16.11659621
17828,490,73,40,-8.109882684
17830,490,73,41,-16.44258543
17831,490,73,42,-4.288285589
17832,490,73,43,-3.206223305
17833,490,73,44,-22.45627421
17834,490,73,45,-8.685592479
17835,490,73,46,-11.57414817
17836,490,73,47,-20.20502356
17839,490,218,0,-1.824189549
17840,490,218,1,-25.02418839
17841,490,218,2,-4.712216566
17842,490,218,3,-3.587636756
17843,490,218,4,-6.888235797
17844,490,218,5,0.439617491251255
17845,490,218,6,-24.43244814
17847,490,218,7,-12.22282974
17848,490,218,8,-8.530079812
17849,490,218,9,12.8264714791716
17850,490,218,11,-21.14922217
17851,490,218,10,-29.4686103
17852,490,218,12,-16.95694695
17853,490,218,13,-3.866411723
17854,490,218,14,-1.109005729
17856,490,218,15,2.5388999360972
17858,490,218,16,-2.742423946
17859,490,218,17,-4.891831439
17860,490,218,18,-10.59474347
17861,490,218,19,-4.477721206
17863,490,218,20,-1.568473787
17864,490,218,21,-6.465343912
17866,490,218,22,0.2765472263236
17867,490,218,23,-14.59610324
17868,490,218,24,-3.237765061
17869,490,218,25,-1.062752723
17871,490,218,26,-7.792264896
17874,490,218,27,-1.86039562
17875,490,218,28,-2.482637299
17876,490,218,29,-2.312669152
17878,490,218,30,-5.058875399
17879,490,218,31,-6.083164198
17880,490,218,32,-1.324040174
17881,490,218,33,-0.643099483
17882,490,218,34,-8.670160289
17883,490,218,35,-8.234068249
17884,490,218,37,-5.906338491
17885,490,218,38,1.95950362007228
17886,490,218,39,-0.889786359
17887,490,218,40,-4.921337691
17889,490,218,41,1.33204310417287
17890,490,218,42,-26.04323374
17891,490,218,43,-0.63289654
17892,490,218,44,-2.66404257
17893,490,218,45,0.242542208602552
17894,490,218,46,-8.725068506
17895,490,218,47,-2.030821821
17958,490,488,0,-4.218458145
17959,490,488,1,-0.804990809
17960,490,488,2,-1.968960421
17961,490,488,3,-0.855869354
17962,490,488,4,-2.026913553
17963,490,488,5,-7.01474543
17964,490,488,6,1.78423717709067
17966,490,488,7,-4.735619309
17967,490,488,8,0.827110244815556
17968,490,488,9,-0.24463562
17969,490,488,11,2.74090815560595
17970,490,488,10,-4.650386638
17971,490,488,12,8.27242291032419
17972,490,488,13,0.434288576256399
17973,490,488,14,2.24688948438731
17975,490,488,15,-5.136166114
17977,490,488,16,-1.571016388
17978,490,488,17,-0.22697575
17979,490,488,18,1.39460851844864
17980,490,488,19,-1.25500635
17982,490,488,20,-2.520241907
17983,490,488,21,0.569880085536129
17985,490,488,22,-0.765792062
17986,490,488,23,-0.505395409
17987,490,488,24,-10.62001485
17988,490,488,25,1.16911448191525
17990,490,488,26,0.583454242241321
17993,490,488,27,-2.66819464
17994,490,488,28,0.257046864336842
17995,490,488,29,0.885265439738766
17997,490,488,30,-2.528071144
17998,490,488,31,4.64543816638355
17999,490,488,32,2.78544229663673
18000,490,488,33,1.63089219602095
18001,490,488,34,-3.596977164
18002,490,488,35,5.37924177655882
18003,490,488,37,0.0070292455699017
18004,490,488,38,-0.774757957
18005,490,488,39,0.194828524434382
18006,490,488,40,-1.168609141
18008,490,488,41,4.16624488990129
18009,490,488,42,2.68580617350015
18010,490,488,43,-0.425606202
18011,490,488,44,2.75095551901184
18012,490,488,45,-1.455963922
18013,490,488,46,-0.521115968
18014,490,488,47,1.79578166848512
18017,490,583,0,-8.468486745
18018,490,583,1,-2.373874775
18019,490,583,2,-2.583150835
18020,490,583,3,-5.528176196
18021,490,583,4,-1.05760797
18022,490,583,5,-7.121549046
18023,490,583,6,-28.75230717
18025,490,583,7,3.99181788991685
18026,490,583,8,-2.969959358
18027,490,583,9,-2.801148032
18028,490,583,11,-4.293881399
18029,490,583,10,1.58847993852051
18030,490,583,12,-8.572000509
18031,490,583,13,-0.616145287
18032,490,583,14,-0.003391042
18034,490,583,15,-5.150159833
18036,490,583,16,2.8774090559444
18037,490,583,17,-5.503589652
18038,490,583,18,-6.200871989
18039,490,583,19,-6.380108281
18041,490,583,20,-0.778228405
18042,490,583,21,1.46259239884507
18044,490,583,22,-0.854080874
18045,490,583,23,-13.74889061
18046,490,583,24,-5.608701948
18047,490,583,25,-3.015763678
18049,490,583,26,2.55229527471086
18052,490,583,27,-4.955602325
18053,490,583,28,-6.773802673
18054,490,583,29,-4.343388764
18056,490,583,30,-2.385818847
18057,490,583,31,-6.247575742
18058,490,583,32,-3.72163111
18059,490,583,33,-3.69683022
18060,490,583,34,-9.102261195
18061,490,583,35,-2.665394179
18062,490,583,37,-4.944255067
18063,490,583,38,-1.382414531
18064,490,583,39,0.498242982869298
18065,490,583,40,-3.378985865
18067,490,583,41,-0.6984867
18068,490,583,42,-26.03791722
18069,490,583,43,0.433989148575037
18070,490,583,44,-0.630363763
18071,490,583,45,1.43284232381076
18072,490,583,46,-3.960446063
18073,490,583,47,-0.392965991
18076,490,489,0,1.06214976121542
18077,490,489,1,-1.138845744
18078,490,489,2,-1.270546199
18079,490,489,3,-3.123738497
18080,490,489,4,2.61094781748987
18081,490,489,5,-3.604558838
18082,490,489,6,6.39201294165124
18084,490,489,7,2.00064700411345
18085,490,489,8,-0.696384578
18086,490,489,9,0.625806364648064
18087,490,489,11,1.53469685027241
18088,490,489,10,4.21196128789722
18089,490,489,12,16.6784670588275
18090,490,489,13,-0.338093183
18091,490,489,14,0.212036472981013
18093,490,489,15,-0.495971932
18095,490,489,16,2.90244949777818
18096,490,489,17,-0.551218519
18097,490,489,18,5.50399245951102
18098,490,489,19,0.614037024093302
18100,490,489,20,6.67324196121831
18101,490,489,21,1.47579073756289
18103,490,489,22,-0.070246694
18104,490,489,23,3.58587972127745
18105,490,489,24,0.795156157283807
18106,490,489,25,-3.037560914
18108,490,489,26,5.40869651435389
18111,490,489,27,-2.181228164
18112,490,489,28,8.07468911907816
18113,490,489,29,-3.608540235
18115,490,489,30,-1.120075249
18116,490,489,31,16.9556930307801
18117,490,489,32,-4.151079142
18118,490,489,33,1.67554123260077
18119,490,489,34,0.116963305260628
18120,490,489,35,-1.818873705
18121,490,489,36,10.6153876743858
18122,490,489,37,-1.424182155
18123,490,489,38,-1.738572111
18124,490,489,39,-0.373631697
18125,490,489,40,1.97121408223794
18127,490,489,41,7.06919551249712
18128,490,489,42,3.68825666119194
18129,490,489,43,1.30872437478142
18130,490,489,44,-19.21674287
18131,490,489,45,-0.886092822
18132,490,489,46,5.29766537308898
18133,490,489,47,1.70406071260339
18136,490,602,0,-0.989568055
18137,490,602,1,1.72176712153973
18138,490,602,2,-2.322473248
18139,490,602,3,-1.293911988
18140,490,602,4,-9.280689345
18141,490,602,5,-2.578051105
18142,490,602,6,-3.639912267
18144,490,602,7,-2.643775485
18145,490,602,8,-12.88296284
18146,490,602,9,-6.876926253
18147,490,602,11,4.74842186193837
18148,490,602,10,-3.99119365
18149,490,602,12,-14.56942702
18150,490,602,13,1.72995092082866
18151,490,602,14,-7.040254744
18153,490,602,15,-4.345385941
18155,490,602,16,-5.547902924
18156,490,602,17,4.34801274169086
18157,490,602,18,3.21582929018768
18158,490,602,19,-6.992755964
18160,490,602,20,-6.971717276
18161,490,602,21,-8.230014935
18163,490,602,22,-19.43244898
18164,490,602,23,-6.207658943
18165,490,602,24,-5.004288768
18166,490,602,25,-8.999452891
18168,490,602,26,-2.735870612
18171,490,602,27,2.41184270140536
18172,490,602,28,-4.411393243
18173,490,602,29,-2.951749137
18175,490,602,30,-6.583447729
18176,490,602,31,-21.11029401
18177,490,602,32,-1.815385299
18178,490,602,33,-1.257193338
18179,490,602,34,0.98744704564811
18180,490,602,35,2.73216482982223
18181,490,602,36,-5.619741943
18182,490,602,37,-0.595721699
18183,490,602,38,1.26229028892557
18184,490,602,39,-1.881499571
18185,490,602,40,3.42248940304491
18187,490,602,41,-5.599725849
18188,490,602,42,-0.578059947
18189,490,602,43,-3.294016317
18190,490,602,44,-14.4052236
18191,490,602,45,-9.982011365
18192,490,602,46,-5.644529941
18193,490,602,47,-14.87037193
18255,490,283,0,-1.568458145
18256,490,283,1,-1.742223601
18257,490,283,2,-1.421587871
18258,490,283,3,-0.665253308
18259,490,283,4,-0.000660783
18260,490,283,5,2.39073367530537
18261,490,283,6,-5.830631888
18263,490,283,7,4.09835638834247
18264,490,283,8,-1.704857449
18265,490,283,9,-1.211843307
18266,490,283,11,-0.249445122
18267,490,283,10,-7.395423912
18268,490,283,12,23.8447192076313
18269,490,283,13,4.57798900231683
18270,490,283,14,-0.918449325
18272,490,283,15,-2.915181747
18274,490,283,16,7.96823984276388
18275,490,283,17,-0.46477294
18276,490,283,18,1.55271145665354
18277,490,283,19,1.62651341784882
18279,490,283,20,1.01704996042396
18280,490,283,21,-2.761666466
18282,490,283,22,-3.64038981
18283,490,283,23,-7.688247647
18284,490,283,24,-1.974464214
18285,490,283,25,0.935828426207287
18287,490,283,26,1.29234313113021
18290,490,283,27,-3.215848483
18291,490,283,28,-0.470572659
18292,490,283,29,4.90590098896787
18294,490,283,30,-0.326579874
18295,490,283,31,-0.777742873
18296,490,283,32,-2.266173383
18297,490,283,33,-0.267364255
18298,490,283,34,-4.678009405
18299,490,283,37,1.12016566474808
18300,490,283,38,0.918513427683311
18301,490,283,39,1.47958576739369
18302,490,283,40,1.71332167025574
18304,490,283,41,0.0399987934002949
18305,490,283,42,-3.534401023
18306,490,283,43,0.181669122566544
18307,490,283,44,-6.745681309
18308,490,283,45,-0.006119935
18309,490,283,46,-1.908144887
18310,490,283,47,-1.833410535
18313,490,600,0,-24.88903017
18314,490,600,1,-14.97541316
18315,490,600,2,-13.34547757
18316,490,600,3,-2.256638707
18317,490,600,4,-19.33557263
18318,490,600,5,-1.774024029
18319,490,600,6,-9.160837133
18321,490,600,7,-61.03923702
18322,490,600,8,-39.82789683
18323,490,600,9,-15.1896886
18324,490,600,11,-37.45219141
18325,490,600,10,-18.59871869
18326,490,600,12,2.46474703045634
18327,490,600,13,-27.83279896
18328,490,600,14,-23.28891299
18330,490,600,15,-25.92753205
18332,490,600,16,-32.1048377
18333,490,600,17,-6.642693961
18334,490,600,18,3.26156610669505
18335,490,600,19,-46.25057618
18337,490,600,20,-17.48752791
18338,490,600,21,-19.60626384
18340,490,600,22,-51.30046107
18341,490,600,23,-3.059577608
18342,490,600,24,-49.36458854
18343,490,600,25,-71.5393343
18345,490,600,26,-43.21433292
18348,490,600,27,-50.51790106
18349,490,600,28,-17.64879013
18350,490,600,29,-21.24562422
18352,490,600,30,-10.91918125
18353,490,600,31,-12.24089467
18354,490,600,32,1.85361157313581
18355,490,600,33,-14.75385869
18356,490,600,34,-3.071393452
18357,490,600,35,-9.853828219
18358,490,600,36,-43.18755379
18359,490,600,37,-67.43051827
18360,490,600,38,-15.94556103
18361,490,600,39,-63.17182521
18362,490,600,40,-19.77350766
18364,490,600,41,-57.6145422
18365,490,600,42,-0.205251262
18366,490,600,43,-9.366574549
18367,490,600,44,-43.46921752
18368,490,600,45,-20.11037902
18369,490,600,46,-19.16871267
18370,490,600,47,-13.8632885
18432,490,189,0,-5.972716137
18433,490,189,1,-27.09273039
18434,490,189,2,-4.560769815
18435,490,189,3,-2.99759168
18436,490,189,4,-3.108934157
18437,490,189,5,-2.325281963
18438,490,189,6,-2.304359866
18440,490,189,7,-2.228018708
18441,490,189,8,-6.045375259
18442,490,189,9,-10.08657403
18443,490,189,11,-8.394557587
18444,490,189,10,-0.353392728
18445,490,189,12,-3.350201055
18446,490,189,13,-3.240160337
18447,490,189,14,-1.416884792
18449,490,189,15,-4.598881076
18451,490,189,16,-11.74688092
18452,490,189,17,-5.612420581
18453,490,189,18,-5.336340442
18454,490,189,19,-6.277677981
18456,490,189,20,-5.28118381
18457,490,189,21,-4.738933121
18459,490,189,22,-0.617666349
18460,490,189,23,-3.396231981
18461,490,189,24,-3.513184068
18462,490,189,25,-3.352448458
18464,490,189,26,0.209428105185726
18467,490,189,27,-2.049815891
18468,490,189,28,-1.775244107
18469,490,189,29,-2.047449662
18471,490,189,30,0.516983592573116
18472,490,189,31,-5.34813921
18473,490,189,32,3.53570432414697
